iter	RMSE
204	0.089012868
205	0.08884321839
206	0.08875755751
207	0.08857218139
208	0.08839623331
209	0.08819953699
210	0.08792981632
211	0.08773882931
212	0.08757185795
213	0.08750642088
214	0.0873425722
215	0.08711668513
216	0.08706025415
217	0.08700834757
218	0.08679717549
219	0.0866830579
220	0.08646418581
221	0.08641839007
222	0.0863689121
223	0.08619582721
224	0.08600157522
225	0.0859390034
226	0.08581929632
227	0.08578427431
228	0.08575093385
229	0.08554582426
230	0.08548193824
231	0.08538832748
232	0.0852956314
233	0.08515344397
234	0.08496848532
235	0.08482322403
236	0.08462157172
237	0.08451435604
238	0.08438084654
239	0.08426079707
240	0.08417825896
241	0.08408341065
242	0.08405457201
243	0.08394375338
244	0.08385769064
245	0.0837676503
246	0.08363563033
247	0.08359641445
248	0.08347207621
249	0.08331160679
250	0.08311371059
251	0.08302489283
252	0.08295456027
253	0.08279514939
254	0.08269867919
255	0.08261292099
256	0.08232566549
257	0.0821874842
258	0.08209965272
259	0.08206339334
260	0.0819383308
261	0.08190067066
262	0.08186497138
263	0.08182093784
264	0.0816969601
265	0.08167567847
266	0.08156588223
267	0.08150631297
268	0.08144282985
269	0.08142249321
270	0.08129798295
271	0.08127941213
272	0.08112044464
273	0.0810060439
274	0.08085088537
275	0.08083266907
276	0.08069389699
277	0.08048655443
278	0.08046952454
279	0.08041019819
280	0.0803429495
281	0.08031805051
282	0.08030310584
283	0.08027966997
284	0.08014316391
285	0.08011798517
286	0.07998776266
287	0.07988302693
288	0.07986717421
289	0.07977146497
290	0.07973344264
291	0.07964329023
292	0.07958512327
293	0.07953007342
294	0.07947897925
295	0.07935939612
296	0.07932681813
297	0.07926602235
298	0.07917624526
299	0.07909021722
300	0.07897166185
301	0.07885831682
302	0.07884557106
303	0.07880071369
304	0.07872139575
305	0.07861096187
306	0.07859433447
307	0.07857835861
308	0.07847535936
309	0.07843865692
310	0.07841927972
311	0.07831999064
312	0.07827864087
313	0.07824804128
314	0.07804664675
315	0.07803113134
316	0.07801678258
317	0.07794588446
318	0.07790257211
319	0.07785567084
320	0.07778388481
321	0.07769734354
322	0.07765047801
323	0.0776221083
324	0.07753659574
325	0.07749394845
326	0.07745570789
327	0.0774214074
328	0.07739195114
329	0.07730153424
330	0.07722343635
331	0.07721290913
332	0.07718962783
333	0.07700725667
334	0.07694543108
335	0.07688311156
336	0.07684955088
337	0.07681133309
338	0.0767385993
339	0.07666422401
340	0.07656991115
341	0.07651600424
342	0.07645082098
343	0.07643844572
344	0.07635818826
345	0.07632995739
346	0.07632085515
347	0.0762947519
348	0.07623794938
349	0.07623139334
350	0.07619550188
351	0.07612688787
352	0.07605221631
353	0.07602936843
354	0.07597892435
355	0.07582070377
356	0.07579201799
357	0.07570667013
358	0.07567410346
359	0.07564954213
360	0.07564185122
361	0.07554534938
362	0.0755027733
363	0.07549556615
364	0.07548863089
365	0.07542090097
366	0.0753551624
367	0.07530027401
368	0.07528972914
369	0.07520152105
370	0.07519630959
371	0.07513130268
372	0.07508017168
373	0.07503337462
374	0.07500396276
375	0.07487018689
376	0.07482798689
377	0.07481340298
378	0.07480854063
379	0.07474978758
380	0.07473317639
381	0.0746549798
382	0.07463885361
383	0.0745782895
384	0.07454762994
385	0.07447129332
386	0.07441473729
387	0.07436424972
388	0.07429342042
389	0.07426322488
390	0.07423494944
391	0.07421205072
392	0.07419544995
393	0.07412607065
394	0.07407360882
395	0.07405206232
396	0.07400514585
397	0.07395183296
398	0.07389223809
399	0.0738878839
400	0.07387558674
401	0.07384979136
402	0.07384573024
403	0.07377283983
404	0.07374719655
405	0.073708034
406	0.07359485731
407	0.07354804167
408	0.07352475163
409	0.07347406619
410	0.07342853472
411	0.07342479762
412	0.07339561252
413	0.07329441837
414	0.07328205418
415	0.0732282966
416	0.07319289345
417	0.07316354599
418	0.07309700897
419	0.07305612113
420	0.07303673409
421	0.07301808955
422	0.07299998544
423	0.07298111589
424	0.07296466085
425	0.07294428617
426	0.07293446018
427	0.07288356556
428	0.07286286319
429	0.07281962808
430	0.07280686763
431	0.07277738477
432	0.07273307371
433	0.07271134458
434	0.07267312586
435	0.07262768753
436	0.07258826131
437	0.07255828174
438	0.07248550373
439	0.07243894097
440	0.07242979715
441	0.07241143246
442	0.07239551609
443	0.07237553099
444	0.07231814794
445	0.07231186762
446	0.07227138805
447	0.07225137444
448	0.07222377187
449	0.0721980718
450	0.07217842655
451	0.0721614402
452	0.07215358333
453	0.07212831074
454	0.07212475776
455	0.07211026603
456	0.07207086719
457	0.07203038776
458	0.07195544429
459	0.0719165475
460	0.07191290508
461	0.07187396453
462	0.07183370732
463	0.07181857934
464	0.07175151342
465	0.07171811768
466	0.07170569712
467	0.07169252296
468	0.07163107452
469	0.07160922991
470	0.07154815855
471	0.07149409958
472	0.07144004382
473	0.07142261098
474	0.07140802956
475	0.07138822031
476	0.07137247045
477	0.07130358489
478	0.07129037157
479	0.07127637179
480	0.07124530917
481	0.07121085853
482	0.07119966124
483	0.07118396932
484	0.07115573152
485	0.07109915927
486	0.07106806824
487	0.07102160058
488	0.07100809779
489	0.07098103414
490	0.07097600774
491	0.07095518883
492	0.07094800379
493	0.07091260404
494	0.0709080439
495	0.07089390385
496	0.07088048374
497	0.07085608026
498	0.07080025469
499	0.07074308463
500	0.0706898061
501	0.07067475579
502	0.07064429822
503	0.07063141456
504	0.07062499654
505	0.07060077778
506	0.07055192218
507	0.07050230248
508	0.07047513907
509	0.07045959463
510	0.07043179752
511	0.07041934977
512	0.07040729027
513	0.07039896285
514	0.07038548833
515	0.07037082001
516	0.07035768505
517	0.07032130218
518	0.070276945
519	0.0702563096
520	0.070221161
521	0.07017314092
522	0.07015641156
523	0.07015018939
524	0.070112721
525	0.07009055646
526	0.07007370517
527	0.07006114101
528	0.07002801534
529	0.06999702635
530	0.06996801814
531	0.06994865132
532	0.06993403573
533	0.06990627894
534	0.06985935216
535	0.06984202087
536	0.06981579154
537	0.06979273142
538	0.06977194073
539	0.06973016717
540	0.06971278987
541	0.06970399658
542	0.06967698132
543	0.06963878764
544	0.06960088917
545	0.06956338774
546	0.0695514088
547	0.06951121094
548	0.06950049636
549	0.06947926094
550	0.06945477324
551	0.06941987789
552	0.06939990772
553	0.0693876749
554	0.06937552754
555	0.06934027681
556	0.069316046
557	0.0693040525
558	0.06928007279
559	0.06926587461
560	0.06923366617
561	0.06922214204
562	0.06921312451
563	0.06917082213
564	0.06914829229
565	0.06914232528
566	0.06912360853
567	0.06908863298
568	0.06907045482
569	0.06903192118
570	0.06900983172
571	0.06898227257
572	0.06895372788
573	0.06893162266
574	0.0689228286
575	0.06890274909
576	0.06889718445
577	0.06886674747
578	0.06884590572
579	0.0688344927
580	0.06882308307
581	0.06880084147
582	0.06878043462
583	0.06877354946
584	0.06875059455
585	0.06874875571
586	0.06874698969
587	0.06872577454
588	0.06870352863
589	0.06868707378
590	0.0686623148
591	0.06864469968
592	0.06863474153
593	0.06858286867
594	0.06857779205
595	0.06857213305
596	0.06855835803
597	0.06854154362
598	0.06852417293
599	0.06850433899
600	0.06849282079
601	0.06847274706
602	0.06845255284
603	0.0684324841
604	0.06841233611
605	0.06837098136
606	0.06833880498
607	0.06832491087
608	0.06831767248
609	0.06828953714
610	0.06826868037
611	0.06825180374
612	0.06823703836
613	0.06820866129
614	0.0681947226
615	0.06815459591
616	0.06813560766
617	0.06812639979
618	0.0681078485
619	0.06809071904
620	0.06808544766
621	0.06807563154
622	0.06804262998
623	0.06800438645
624	0.06796605423
625	0.06796125007
626	0.06793994813
627	0.06792967011
628	0.06791261077
629	0.06789719403
630	0.06789086891
631	0.06786665868
632	0.06784263011
633	0.06783469612
634	0.06780792268
635	0.0677918342
636	0.06778739058
637	0.06777324531
638	0.06776330102
639	0.06774734408
640	0.06772936384
641	0.06771949233
642	0.06771418387
643	0.06769690448
644	0.06769233121
645	0.06766637111
646	0.0676484907
647	0.06763460949
648	0.06761574652
649	0.06760257634
650	0.06757898925
651	0.06755947808
652	0.06754745499
653	0.06752909074
654	0.06750911116
655	0.06749162893
656	0.0674803385
657	0.06746449308
658	0.06743993308
659	0.06742412652
660	0.0674200562
661	0.06740784497
662	0.06739477539
663	0.067382573
664	0.06737033297
665	0.06736148164
666	0.06734001089
667	0.06732331434
668	0.06731285783
669	0.06730172199
670	0.06727272153
671	0.06723910671
672	0.06722854426
673	0.06721196338
674	0.06720272721
675	0.06718685089
676	0.06717670459
677	0.06714162993
678	0.06713527534
679	0.06713181001
680	0.06711946075
681	0.06710374747
682	0.06708413288
683	0.06703979423
684	0.06703165852
685	0.06703024651
686	0.06701461444
687	0.06699980014
688	0.06697860925
689	0.06697794039
690	0.06696768735
691	0.0669573171
692	0.06694304536
693	0.06693200291
694	0.06691010424
695	0.06690639753
696	0.06689533605
697	0.06688128862
698	0.06687332516
699	0.06686287777
700	0.06684924027
701	0.06683959024
702	0.06681036063
703	0.06679198346
704	0.06675297327
705	0.06674253129
706	0.066741865
707	0.06672684672
708	0.06666680155
709	0.06666283875
710	0.06665790686
711	0.0666407643
712	0.06663132242
713	0.0666179932
714	0.06661422421
715	0.06659278378
716	0.06658051508
717	0.06657283887
718	0.06655660472
719	0.06654576852
720	0.06653658073
721	0.06649422883
722	0.06648724933
723	0.06646949838
724	0.06646598925
725	0.06646315672
726	0.06645667626
727	0.0664366603
728	0.06643193958
729	0.06639566458
730	0.06635958131
731	0.06632742523
732	0.06617950061
733	0.0661788378
734	0.06616020972
735	0.06613694768
736	0.06613643685
737	0.06612207437
738	0.06611294141
739	0.06609615288
740	0.06607000778
741	0.06602934285
742	0.06601721736
743	0.06601343616
744	0.06599886627
745	0.06598509368
746	0.06596948489
747	0.06596207565
748	0.06595759937
749	0.06594546531
750	0.06593698476
751	0.06592801387
752	0.0659136632
753	0.06589087129
754	0.06587756905
755	0.06585532028
756	0.06584585689
757	0.06583985471
758	0.06578826983
759	0.06578752914
760	0.06578199195
761	0.06577039966
762	0.06575012122
763	0.06574758666
764	0.06573639146
765	0.06573324149
766	0.06572889959
767	0.06570004433
768	0.06567616397
769	0.06567556021
770	0.06565509759
771	0.06563357984
772	0.06562054953
773	0.06560779756
774	0.06560117633
775	0.06557405525
776	0.06556365295
777	0.06556196003
778	0.06554706578
779	0.06553301832
780	0.06552072417
781	0.06550510453
782	0.06550194946
783	0.06549325171
784	0.06548077602
785	0.06545888182
786	0.06543738865
787	0.0654238863
788	0.06541758443
789	0.06539740643
790	0.06538983656
791	0.06537984802
792	0.06536900183
793	0.06536283024
794	0.06535541251
795	0.0653494673
796	0.06533500331
797	0.06532019803
798	0.06530094822
799	0.06528272063
800	0.06527259189
801	0.06525315528
802	0.06524753419
803	0.06524081409
804	0.06521417852
805	0.06516636448
806	0.06515502827
807	0.06513768152
808	0.06510601919
809	0.06509761696
810	0.06508386093
811	0.06507980655
812	0.0650662248
813	0.06506231413
814	0.06505257368
815	0.0650326856
816	0.06502306596
817	0.06501548193
818	0.06501295055
819	0.06500499612
820	0.06499350475
821	0.06497643275
822	0.0649691195
823	0.06495524013
824	0.06493123303
825	0.06492361607
826	0.06491087897
827	0.06489838719
828	0.06489202052
829	0.06487921478
830	0.06486661047
831	0.06486048856
832	0.0648568499
833	0.06484197577
834	0.06483647141
835	0.06481796002
836	0.06481139657
837	0.06477425977
838	0.06476338838
839	0.06473688394
840	0.06469511912
841	0.06468567525
842	0.06467372352
843	0.06467068207
844	0.06454865977
845	0.06454758853
846	0.06443825202
847	0.06441070133
848	0.06439221911
849	0.0643720783
850	0.0642752517
851	0.06427421104
852	0.06427338774
853	0.06427259209
854	0.06426045029
855	0.06424261285
856	0.06424014715
857	0.06423079559
858	0.06422020056
859	0.06421925787
860	0.06420384353
861	0.06418780052
862	0.06418643617
863	0.06418559496
864	0.06416717272
865	0.06415065352
866	0.06414760646
867	0.06413022726
868	0.06404523122
869	0.06402753028
870	0.06402226706
871	0.06400292691
872	0.06400192684
873	0.06397989563
874	0.06397244386
875	0.06395505152
876	0.06394227402
877	0.06393296668
878	0.06392157176
879	0.06390327858
880	0.06388692548
881	0.0638771049
882	0.06386772418
883	0.06385643356
884	0.06384090355
885	0.0638332218
886	0.0638121256
887	0.0638015819
888	0.06379632578
889	0.06377461633
890	0.06376644785
891	0.06375871133
892	0.06374683546
893	0.06373863651
894	0.06370256628
895	0.06370179069
896	0.06369142151
897	0.06368286347
898	0.06368012327
899	0.0636740414
900	0.06366254711
901	0.063587024
902	0.06357786852
903	0.06356938621
904	0.06356314439
905	0.06355119365
906	0.06354121721
907	0.06353791138
908	0.06353035106
909	0.06352968458
910	0.06351848899
911	0.06350756483
912	0.06347504384
913	0.06346337952
914	0.0634626568
915	0.06345190332
916	0.06345120681
917	0.0634349959
918	0.06342276113
919	0.0634152727
920	0.06341014816
921	0.06340947617
922	0.06339688491
923	0.06337194838
924	0.06336773601
925	0.06335608454
926	0.0633458307
927	0.06334095074
928	0.06334014121
929	0.06333951451
930	0.0633204278
931	0.06330954979
932	0.06327994233
933	0.0632637749
934	0.06325649444
935	0.06324889072
936	0.06318123857
937	0.06316723885
938	0.06315305616
939	0.06314248191
940	0.06312776811
941	0.06312299608
942	0.06310950647
943	0.06309528995
944	0.06307721315
945	0.06307289132
946	0.06306854493
947	0.06305812244
948	0.0630432638
949	0.06303334968
950	0.0630308352
951	0.06302458063
952	0.06301727755
953	0.06299531539
954	0.06298948873
955	0.06298825293
956	0.06298531586
957	0.06297613625
958	0.06297322366
959	0.0629654553
960	0.06296003464
961	0.06295304308
962	0.06294627258
963	0.06293952791
964	0.06291313438
965	0.06289149436
966	0.06288291359
967	0.06287643863
968	0.06286978366
969	0.06285993069
970	0.06285734811
971	0.06284231629
972	0.06278178222
973	0.06277174236
974	0.06276814899
975	0.06276379682
976	0.06274877642
977	0.06272944248
978	0.06272237606
979	0.06266834179
980	0.06265936803
981	0.06265282735
982	0.0626408899
983	0.06263818442
984	0.0626299923
985	0.06262440633
986	0.06261041625
987	0.06259728341
988	0.062593584
989	0.06257163466
990	0.06256316909
991	0.06255207644
992	0.06254253825
993	0.06254050583
994	0.06253988772
995	0.06253930545
996	0.06249056825
997	0.06247777698
998	0.0624645601
999	0.06245946588
